DOI,Title,Matched Columns,Matched keywards
10.1109/ISCAS48785.2022.9937285,A 3-8bit Reconfigurable Hybrid ADC Architecture with Successive-approximation and Single-slope Stages for Computing in Memory,IEEE Terms,quantization
10.1109/ISCAS48785.2022.9937269,Analog Image Denoising with an Adaptive Memristive Crossbar Network,Abstract,energy consumption
10.1109/ISCAS48785.2022.9937284,Unstructured Weight Pruning in Variability-Aware Memristive Crossbar Neural Networks,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","pruning, pruning, energy consumption, pruning, quantization"
10.1109/ISCAS48785.2022.9937521,An Event-driven Spiking Neural Network Accelerator with On-chip Sparse Weight,Abstract,energy-efficient
10.1109/ISCAS48785.2022.9937529,Quantified Satisfiability-based Simultaneous Selection of Multiple Local Approximate Changes under Maximum Error Bound,Abstract,low-power 
10.1109/ISCAS48785.2022.9937714,TDPRO: Ultra-low Power ECG Processor with High-Precision Time-Domain Computing Engine,Abstract,low-power 
10.1109/ISCAS48785.2022.9937317,Design of Variable Bit-Width Arithmetic Unit Using Single Flux Quantum Device,Abstract,low-power 
10.1109/ISCAS48785.2022.9937461,Bionic Robust Memristor-Based Artificial Nociception System for Robotics,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS46773.2023.10181651,Improved Toolchain-Compatible Standard Cells with 5% - 36% Lower EDP for Super Threshold Operation in 65nm Low-Power CMOS Technology,"Document Title, Abstract","low-power , low-power "
10.1109/ISCAS46773.2023.10181473,"An 18.5nW, 62.9dB PSRR, Switched-Capacitor Bandgap Voltage Reference using Low Power Clock Generator Circuit for Biomedical Applications",Abstract,low-power 
10.1109/ISCAS46773.2023.10182131,A User-Friendly Fast and Accurate Simulation Framework for Non-Ideal Factors in Computing-in-Memory Architecture,Abstract,energy-efficient
10.1109/ISCAS46773.2023.10181357,tuGEMM: Area-Power-Efficient Temporal Unary GEMM Architecture for Low-Precision Edge AI,Document Title,edge ai
10.1109/ISCAS46773.2023.10181759,1.7pJ/SOP Neuromorphic Processor with Integrated Partial Sum Routers for In-Network Computing,Abstract,energy-efficient
10.1109/ISCAS46773.2023.10181550,A Low-Power Sample-and-Hold Programmable Voltage Reference Based on Ripple Monitoring,"Document Title, Abstract","low-power , low-power "
10.1109/ISCAS46773.2023.10181706,Ultra-Lightweight CNN Based Fast Intra Prediction for VVC Screen Content Coding,Abstract,pruning
10.1109/ISCAS46773.2023.10182122,Thermal-Induced Multi-State Memristors for Neuromorphic Engineering,"Abstract, Abstract","energy-efficient, energy consumption"
10.1109/ISCAS46773.2023.10181647,MADS-based fast FPGA implementation of nonlinear model predictive control,IEEE Terms,quantization
10.1109/ISCAS46773.2023.10181440,A Min-Heap-Based Accelerator for Deterministic On-the-Fly Pruning in Neural Networks,"Document Title, Abstract, Author Keywords","pruning, pruning, pruning"
10.1109/ISCAS46773.2023.10181465,Hardware-efficient Softmax Approximation for Self-Attention Networks,Abstract,pruning
10.1109/ISCAS46773.2023.10181800,Machine Learning Based Flip-Flop Grouping for Toggling Driven Clock Gating,"Abstract, Author Keywords","memory usage, low-power "
10.1109/ISCAS46773.2023.10181765,An aggregator-less distributed smart sensor network with selective data exchange,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/ISCAS46773.2023.10181505,Open the box of digital neuromorphic processor: Towards effective algorithm-hardware co-design,"Abstract, Abstract, IEEE Terms","energy-efficient, energy consumption, energy consumption"
10.1109/ISCAS46773.2023.10181365,A Coupled Oscillator Network to Solve Combinatorial Optimization Problems with Over 95% Accuracy,"Abstract, Abstract, IEEE Terms","energy-efficient, energy consumption, energy consumption"
10.1109/ISCAS46773.2023.10181790,An Energy-Efficient Asynchronous Hybrid-Searching Algorithm for Auto Frequency Calibration in IEEE 802.11ax Applications,"Document Title, Abstract","energy-efficient, energy-efficient"
10.1109/ISCAS46773.2023.10181417,A 3.11 μW 40 nV/ √Hz Instrumentation Amplifier for Bio-Impedance Sensors Exploiting Positive-Feedback-Assisted Gain Boosting,Abstract,low-power 
10.1109/ISCAS46773.2023.10181595,A 15-nW 14-ppm/°C 1.18 V startup-less bandgap-based voltage regulator,Abstract,low-power 
10.1109/ISCAS46773.2023.10182145,Unified Accelerator for Attention and Convolution in Inference Based on FPGA,Abstract,energy-efficient
10.1109/ISCAS46773.2023.10181695,An Adaptive Quantization Method for CNN Activations,"Document Title, Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization, quantization"
10.1109/ISCAS46773.2023.10181639,Skip-ST: Anomaly Detection for Medical Images Using Student-Teacher Network with Skip Connections,"Abstract, Author Keywords","knowledge distillation, knowledge distillation"
10.1109/ISCAS46773.2023.10182197,A 1.97 TFLOPS/W Configurable SRAM-Based Floating-Point Computation-in-Memory Macro for Energy-Efficient AI Chips,"Document Title, Abstract, Abstract","energy-efficient, low-power , energy-efficient"
10.1109/ISCAS46773.2023.10181602,An Area-Efficient Ultra-Low-Power Time-Domain Feature Extractor for Edge Keyword Spotting,"Document Title, Document Title, Abstract, Abstract, Author Keywords","low-power , keyword spotting, low-power , keyword spotting, keyword spotting"
10.1109/ISCAS46773.2023.10181881,"A 162nW, 0.845pJ/step Resistance-to-Digital Converter for Miniature Battery-Powered Sensing Systems",Abstract,low-power 
10.1109/ISCAS46773.2023.10181940,Energy-Efficient Short-Time Fourier Transform for Partial Window Overlapping,"Document Title, Abstract","energy-efficient, energy-efficient"
10.1109/ISCAS46773.2023.10182117,A 2.3nW Gate-Leakage Based Sub-Bandgap Voltage Reference with Line Sensitivity of 0.0066%/V from −40°C to 150°C for Low-Power IoT Systems,"Document Title, Abstract","low-power , low-power "
10.1109/ISCAS46773.2023.10181631,RepSGD: Channel Pruning Using Reparamerization for Accelerating Convolutional Neural Networks,"Document Title, Abstract, Author Keywords","pruning, pruning, pruning"
10.1109/ISCAS46773.2023.10181895,A/D Alleviator: Reducing Analog-to-Digital Conversions in Compute-In-Memory with Augmented Analog Accumulation,"Abstract, Abstract, IEEE Terms","quantization, energy-efficient, quantization"
10.1109/ISCAS46773.2023.10181632,A $197-\mu\mathrm{W}\ 2.4-GHz$ Third-Harmonic Receiver with Enhanced Out-of-band Rejection for IEEE 802.11ba,"Abstract, IEEE Terms","low-power , low-power "
10.1109/ISCAS46773.2023.10181582,Edge FPGA-based Onsite Neural Network Training,Abstract,energy-efficient
10.1109/ISCAS46773.2023.10181328,A 129.83 TOPS/W Area Efficient Digital SOT/STT MRAM-Based Computing-In-Memory for Advanced Edge AI Chips,"Document Title, Abstract","edge ai, edge ai"
10.1109/ISCAS46773.2023.10182191,A Low-power ASK Demodulator for Wireless Power and Data Transfer Systems Supporting Ultra-low Modulation Depth of 0.03%,Document Title,low-power 
10.1109/ISCAS46773.2023.10181451,A 1T1R+2T Analog Content-Addressable Memory Pixel for Online Template Matching,Abstract,energy-efficient
10.1109/ISCAS46773.2023.10182049,A Two-Phase Linear-Exponential Incremental ADC with Second-order Noise Coupling,Abstract,quantization
10.1109/ISCAS46773.2023.10181366,Two-Layered Oscillatory Neural Networks with Analog Feedforward Majority Gate for Image Edge Detection Application,Abstract,edge ai
10.1109/ISCAS46773.2023.10181378,Energy-Efficient Stochastic Computing for Convolutional Neural Networks by Using Kernel-wise Parallelism,"Document Title, Abstract, IEEE Terms","energy-efficient, energy consumption, energy consumption"
10.1109/ISCAS46773.2023.10181705,Initial Condition-Dependent Spur Pattern Induced by Undithered MASH DDSM Divider Controller,IEEE Terms,quantization
10.1109/ISCAS46773.2023.10181919,An Electrode-Impedance-Aware Neurostimulator ASIC That Achieves Low-Power Consumption and Fast Charge Balancing,Document Title,low-power 
10.1109/ISCAS46773.2023.10181778,"Empirical study on the efficiency of Spiking Neural Networks with axonal delays, and algorithm-hardware benchmarking",Abstract,energy consumption
10.1109/ISCAS46773.2023.10181694,Training Acceleration of Frequency Domain CNNs Using Activation Compression,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/ISCAS46773.2023.10182159,A Systolic Array Architecture for SVM Classifier for Machine Learning on Embedded Devices,Abstract,resource-constrained
10.1109/ISCAS46773.2023.10181615,A $2.53 \mu \mathrm{W}/\text{channel}$ Event-Driven Neural Spike Sorting Processor with Sparsity-Aware Computing-In-Memory Macros,Abstract,low-power 
10.1109/ISCAS46773.2023.10181350,High-Performance/Low-Area Power-Gating Switch Linear Array for Energy-Efficient LSIs with an Optimum Switch-Timing Control,"Document Title, Abstract, Author Keywords","energy-efficient, energy-efficient, energy-efficient"
10.1109/ISCAS46773.2023.10181596,A 110nW Always-on Keyword Spotting Chip using Spiking CNN in 40nm CMOS,"Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","keyword spotting, quantization, keyword spotting, artificial intelligence of things, keyword spotting, low-power "
10.1109/ISCAS46773.2023.10181827,More AddNet: A deeper insight into DNNs using FPGA-optimized multipliers,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS46773.2023.10182121,A 88%-Peak-Efficiency 10-mV-Voltage-Ripple Dual-Mode Switched-Capacitor DC-DC Converter for Ultra-Low-Power Battery Management,"Document Title, Abstract, Author Keywords","low-power , low-power , low-power "
10.1109/ISCAS46773.2023.10181974,Sparsity Through Spiking Convolutional Neural Network for Audio Classification at the Edge,"Abstract, Abstract, IEEE Terms","quantization, energy-efficient, quantization"
10.1109/ISCAS46773.2023.10181862,ECHOES: a 200 GOPS/W Frequency Domain SoC with FFT Processor and I2S DSP for Flexible Data Acquisition from Microphone Arrays,Abstract,low-power 
10.1109/ISCAS46773.2023.10181950,TinyML for EEG Decoding on Microcontrollers,"Document Title, Abstract, Abstract, Abstract","tinyml, low-power , neural architecture search, nas"
10.1109/ISCAS46773.2023.10181761,Data-Driven Offline Optimization of Deep CNN models for EEG and ECoG Decoding,Author Keywords,nas
10.1109/ISCAS46773.2023.10181925,Low Power Hardware Architecture for Sampling-free Bayesian Neural Networks inference,Abstract,bnn
10.1109/ISCAS46773.2023.10181938,Reconfigurable Intelligent Surfaces: Field Trial Campaign for Performance Evaluation from Near-to Far-Field Regions,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS46773.2023.10181746,"A TinyML based Portable, Low-Cost Microwave Head Imaging System for Brain Stroke Detection","Document Title, Abstract, Abstract, Abstract, Author Keywords","tinyml, tinyml, quantization, pruning, tinyml"
10.1109/ISCAS46773.2023.10181763,A Modified Bat Algorithm with Reduced Search Space Exploration for MPPT under Dynamic Partial Shading Conditions,Abstract,low-power 
10.1109/ISCAS46773.2023.10181425,Background Inhibition for Drift Compensation using Neuromorphic ISFET Arrays,IEEE Terms,low-power 
10.1109/ISCAS46773.2023.10181952,A Metastability Inference and Avoidance Technique for Near-Threshold-Voltage Network-on-Chip,Abstract,low-power 
10.1109/ISCAS46773.2023.10181727,Ultra-low Power Current Comparator,IEEE Terms,low-power 
10.1109/ISCAS46773.2023.10182002,An Information-Aware Adaptive Data Acquisition System using Level-Crossing ADC with Signal-Dependent Full Scale and Adaptive Resolution for IoT Applications,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS46773.2023.10181420,A Reconfigurable 1T1C eDRAM-based Spiking Neural Network Computing-In-Memory Processor for High System-Level Efficiency,Abstract,low-power 
10.1109/ISCAS46773.2023.10181402,FPCIM: A Fully-Parallel Robust ReRAM CIM Processor for Edge AI Devices,Document Title,edge ai
10.1109/ISCAS46773.2023.10181932,A 860.8-nW Low-Power Continuous-Time Delta-Sigma Modulator With Switched Resistors for Sensor Applications,"Document Title, Abstract, Author Keywords","low-power , low-power , low-power "
10.1109/ISCAS46773.2023.10181993,A Sub-$100\ \mu\mathrm{W}$ RF Transmitter with 41% Global Efficiency Using Third-Harmonic Edge-Combining Technique and Class-E PA for Low-Power Biomedical Applications,Document Title,low-power 
10.1109/ISCAS46773.2023.10181580,A Subthreshold-Inverter-Based Strong PUF with High Reliability and Energy Efficiency,"Abstract, Abstract","energy-efficient, energy consumption"
10.1109/ISCAS46773.2023.10181603,A Multi-Pixel Compression for Low-Power Imaging System and Architecture,"Document Title, Abstract","low-power , low-power "
10.1109/ISCAS46773.2023.10182130,A Programmable Differential Bandgap Reference for Ultra-Low-Power IoT Edge Node Devices,"Document Title, Abstract","low-power , low-power "
10.1109/ISCAS46773.2023.10182093,A Low-Power Neuromorphic CMOS Delta-Sigma Modulator Featuring Tunable Background Attenuation and Potentiostatic Asynchronous Readout for Smart Amperometric Electrochemical Sensors,"Document Title, Abstract, Abstract, IEEE Terms","low-power , quantization, energy-efficient, quantization"
10.1109/ISCAS46773.2023.10181432,A Spiking Neural Network Accelerator based on Ping-Pong Architecture with Sparse Spike and Weight,Abstract,low-power 
10.1109/ISCAS46773.2023.10181412,Live and low energy VVC Video Decoding powered by the OpenVVC Decoder on ARM Platform,Abstract,energy consumption
10.1109/ISCAS46773.2023.10181654,A 61 mHz - 3.4 Hz High-pass Capacitively Coupled Analog Frontend with Tunnelling Biasing and Output DC Servo Loop,Abstract,low-power 
10.1109/ISCAS46773.2023.10181985,Quark: An Integer RISC-V Vector Processor for Sub-Byte Quantized DNN Inference,Author Keywords,quantization
10.1109/ISCAS46773.2023.10181719,"An Energy-Efficient, Scalable Neural Stimulation IC with Adaptive Dynamic Voltage Switching for Cochlear Implant System","Document Title, Abstract","energy-efficient, energy-efficient"
10.1109/ISCAS46773.2023.10181356,Design of a Sleep Modulation System with FPGA-Accelerated Deep Learning for Closed-loop Stage-Specific In-Phase Auditory Stimulation,"Abstract, Abstract, IEEE Terms","low-power , quantization, quantization"
10.1109/ISCAS46773.2023.10181556,Impact of interconnects enhancement on SRAM design beyond 5nm technology node,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/ISCAS46773.2023.10181655,Auto-LUT: Auto Approximation of Non-Linear Operations for Neural Networks on FPGA,"Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization"
10.1109/ISCAS46773.2023.10181592,A Low-Power Remote Identification Module for Drones,"Document Title, Abstract","low-power , low-power "
10.1109/ISCAS46773.2023.10181953,Selective Binarization based Architecture Design Methodology for Resource-constrained Computation of Deep Neural Networks,"Document Title, Abstract","resource-constrained, resource-constrained"
10.1109/ISCAS46773.2023.10181998,Event-based Classification with Recurrent Spiking Neural Networks on Low-end Micro-Controller Units,"Abstract, Abstract, Abstract, Abstract, IEEE Terms","resource-constrained, low-power , mcu, energy consumption, energy consumption"
10.1109/ISCAS46773.2023.10182071,A Single Capacitor-Based Offset Reduction Technique for Energy-Efficient Dynamic Comparators,"Document Title, Abstract","energy-efficient, energy-efficient"
10.1109/ISCAS46773.2023.10181834,A Threshold Voltage Generator Circuit with Automatic Refresh and Dynamic Updating for Ultra-Low-Power Continuous-Time Comparators,"Document Title, Abstract","low-power , energy consumption"
